=== Análise de Erros ===

Erros de POS Tagging (632):
Gold: INTJ | Predito: VERB
Gold: (19, 'nmod') | Predito: (17, 'nmod')
Gold: (19, 'conj') | Predito: (25, 'conj')
Gold: (31, 'obj') | Predito: (31, 'obl')
Gold: (11, 'punct') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (2, 'parataxis')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'ccomp') | Predito: (1, 'xcomp')
Gold: (2, 'expl') | Predito: (4, 'mark')
Gold: (2, 'obl') | Predito: (6, 'obl')
Gold: (11, 'conj') | Predito: (2, 'conj')
Gold: (1, 'punct') | Predito: (2, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'nmod') | Predito: (3, 'obl')
Gold: (14, 'case') | Predito: (13, 'case')
Gold: (14, 'det') | Predito: (13, 'det')
Gold: (3, 'obl') | Predito: (3, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'punct') | Predito: (9, 'punct')
Gold: (4, 'advcl') | Predito: (4, 'acl')
Gold: (9, 'nsubj') | Predito: (9, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'nmod') | Predito: (6, 'nmod')
Gold: (2, 'punct') | Predito: (18, 'punct')
Gold: (14, 'acl:relcl') | Predito: (16, 'acl:relcl')
Gold: (2, 'punct') | Predito: (19, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (22, 'amod') | Predito: (24, 'amod')
Gold: (8, 'acl') | Predito: (28, 'acl')
Gold: (36, 'punct') | Predito: (41, 'punct')
Gold: (33, 'appos') | Predito: (41, 'advmod')
Gold: (30, 'advcl') | Predito: (13, 'acl:relcl')
Gold: (4, 'csubj') | Predito: (4, 'ccomp')
Gold: (7, 'conj') | Predito: (9, 'conj')
Gold: (13, 'punct') | Predito: (17, 'punct')
Gold: (3, 'conj') | Predito: (7, 'conj')
Gold: (20, 'advcl') | Predito: (17, 'advcl')
Gold: (28, 'obj') | Predito: (28, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (47, 'punct') | Predito: (50, 'punct')
Gold: (54, 'punct') | Predito: (57, 'punct')
Gold: (62, 'punct') | Predito: (65, 'punct')
Gold: (43, 'conj') | Predito: (43, 'appos')
Gold: (69, 'punct') | Predito: (72, 'punct')
Gold: (77, 'punct') | Predito: (81, 'punct')
Gold: (43, 'appos') | Predito: (85, 'amod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'case') | Predito: (5, 'det')
Gold: (6, 'amod') | Predito: (9, 'amod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'obl') | Predito: (12, 'obj')
Gold: (23, 'obl') | Predito: (28, 'obl')
Gold: (25, 'appos') | Predito: (12, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'iobj') | Predito: (13, 'obl')
Gold: (31, 'punct') | Predito: (34, 'punct')
Gold: (31, 'cc') | Predito: (34, 'cc')
Gold: (28, 'acl') | Predito: (30, 'fixed')
Gold: (31, 'obj') | Predito: (13, 'dep')
Gold: (34, 'punct') | Predito: (41, 'punct')
Gold: (28, 'acl:relcl') | Predito: (34, 'acl:relcl')
Gold: (4, 'advmod') | Predito: (12, 'advmod')
Gold: (12, 'advmod') | Predito: (12, 'aux')
Gold: (4, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (21, 'mark') | Predito: (17, 'case')
Gold: (16, 'fixed') | Predito: (14, 'obl')
Gold: (16, 'fixed') | Predito: (21, 'mark')
Gold: (12, 'advcl') | Predito: (17, 'acl:relcl')
Gold: (33, 'obj') | Predito: (33, 'nsubj')
Gold: (33, 'nsubj') | Predito: (33, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'obj') | Predito: (4, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (19, 'advmod') | Predito: (15, 'case')
Gold: (13, 'fixed') | Predito: (15, 'det')
Gold: (13, 'fixed') | Predito: (19, 'nsubj')
Gold: (6, 'nmod') | Predito: (9, 'acl:relcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'punct') | Predito: (2, 'punct')
Gold: (1, 'appos') | Predito: (2, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (18, 'cc') | Predito: (9, 'cc')
Gold: (18, 'advcl') | Predito: (3, 'conj')
Gold: (13, 'nmod') | Predito: (11, 'obl')
Gold: (18, 'punct') | Predito: (11, 'punct')
Gold: (3, 'conj') | Predito: (9, 'ccomp')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'nmod') | Predito: (3, 'advcl')
Gold: (6, 'conj') | Predito: (3, 'conj')
Gold: (23, 'punct') | Predito: (19, 'punct')
Gold: (25, 'fixed') | Predito: (28, 'mark')
Gold: (19, 'acl:relcl') | Predito: (3, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (8, 'advcl')
Gold: (3, 'parataxis') | Predito: (0, 'ROOT')
Gold: (3, 'punct') | Predito: (8, 'punct')
Gold: (3, 'punct') | Predito: (8, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'obj') | Predito: (3, 'nsubj')
Gold: (10, 'case') | Predito: (6, 'case')
Gold: (10, 'amod') | Predito: (3, 'obl')
Gold: (9, 'cc') | Predito: (10, 'cc')
Gold: (9, 'det') | Predito: (10, 'det')
Gold: (6, 'conj') | Predito: (10, 'amod')
Gold: (3, 'obl') | Predito: (6, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (14, 'punct') | Predito: (16, 'punct')
Gold: (14, 'punct') | Predito: (16, 'punct')
Gold: (25, 'nmod') | Predito: (25, 'obl')
Gold: (19, 'mark') | Predito: (20, 'mark')
Gold: (19, 'mark') | Predito: (20, 'mark')
Gold: (19, 'nsubj:pass') | Predito: (20, 'nsubj')
Gold: (11, 'nmod') | Predito: (14, 'nmod')
Gold: (19, 'advmod') | Predito: (20, 'advmod')
Gold: (19, 'expl') | Predito: (20, 'expl')
Gold: (7, 'ccomp') | Predito: (20, 'aux')
Gold: (19, 'xcomp') | Predito: (7, 'advcl')
Gold: (20, 'punct') | Predito: (22, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'compound') | Predito: (7, 'appos')
Gold: (7, 'punct') | Predito: (15, 'punct')
Gold: (26, 'nsubj') | Predito: (7, 'conj')
Gold: (16, 'nmod') | Predito: (15, 'nmod')
Gold: (21, 'punct') | Predito: (15, 'punct')
Gold: (16, 'nmod') | Predito: (26, 'nsubj')
Gold: (41, 'obl') | Predito: (7, 'conj')
Gold: (41, 'cc') | Predito: (29, 'cc')
Gold: (41, 'obl') | Predito: (26, 'conj')
Gold: (29, 'acl') | Predito: (26, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (43, 'obl') | Predito: (43, 'obj')
Gold: (43, 'obj') | Predito: (46, 'conj')
Gold: (54, 'advmod') | Predito: (56, 'advmod')
Gold: (63, 'case') | Predito: (59, 'case')
Gold: (58, 'fixed') | Predito: (54, 'obl')
Gold: (58, 'fixed') | Predito: (59, 'fixed')
Gold: (57, 'obl') | Predito: (54, 'obj')
Gold: (71, 'amod') | Predito: (71, 'advcl')
Gold: (96, 'mark') | Predito: (96, 'case')
Gold: (93, 'xcomp') | Predito: (92, 'xcomp')
Gold: (11, 'iobj') | Predito: (11, 'expl')
Gold: (15, 'punct') | Predito: (12, 'punct')
Gold: (17, 'nmod') | Predito: (12, 'obl')
Gold: (15, 'punct') | Predito: (17, 'punct')
Gold: (12, 'obj') | Predito: (11, 'appos')
Gold: (4, 'punct') | Predito: (11, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (25, 'expl') | Predito: (25, 'obj')
Gold: (34, 'cc') | Predito: (36, 'cc')
Gold: (34, 'nsubj') | Predito: (36, 'obj')
Gold: (40, 'acl:relcl') | Predito: (43, 'acl:relcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'nmod') | Predito: (13, 'obl')
Gold: (17, 'advcl') | Predito: (13, 'advcl')
Gold: (38, 'obj') | Predito: (38, 'nsubj')
Gold: (38, 'nsubj') | Predito: (38, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'case') | Predito: (10, 'det')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'conj') | Predito: (19, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'appos') | Predito: (5, 'parataxis')
Gold: (10, 'acl') | Predito: (10, 'parataxis')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'expl') | Predito: (5, 'obj')
Gold: (30, 'obl') | Predito: (3, 'obl')
Gold: (9, 'punct') | Predito: (13, 'punct')
Gold: (16, 'case') | Predito: (17, 'case')
Gold: (13, 'nmod') | Predito: (17, 'det')
Gold: (16, 'det') | Predito: (13, 'nmod')
Gold: (30, 'mark') | Predito: (30, 'nsubj')
Gold: (3, 'csubj') | Predito: (9, 'acl:relcl')
Gold: (35, 'case') | Predito: (32, 'nmod')
Gold: (33, 'obl') | Predito: (34, 'fixed')
Gold: (35, 'nmod') | Predito: (34, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'nmod') | Predito: (1, 'parataxis')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'iobj') | Predito: (1, 'obl')
Gold: (3, 'punct') | Predito: (13, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (23, 'nmod') | Predito: (25, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'punct') | Predito: (5, 'punct')
Gold: (2, 'appos') | Predito: (5, 'xcomp')
Gold: (24, 'xcomp') | Predito: (22, 'obl')
Gold: (46, 'punct') | Predito: (22, 'punct')
Gold: (13, 'obl') | Predito: (22, 'obl')
Gold: (67, 'case') | Predito: (70, 'case')
Gold: (65, 'obl') | Predito: (66, 'fixed')
Gold: (70, 'case') | Predito: (66, 'fixed')
Gold: (67, 'nmod') | Predito: (65, 'obl')
Gold: (72, 'nmod') | Predito: (72, 'acl:relcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (14, 'xcomp') | Predito: (14, 'obl')
Gold: (17, 'case') | Predito: (16, 'case')
Gold: (17, 'det') | Predito: (14, 'nmod')
Gold: (14, 'nmod') | Predito: (16, 'flat:name')
Gold: (26, 'advmod') | Predito: (26, 'mark')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (26, 'obj') | Predito: (26, 'obl')
Gold: (30, 'advcl') | Predito: (29, 'acl')
Gold: (38, 'mark') | Predito: (38, 'det')
Gold: (32, 'conj') | Predito: (29, 'conj')
Gold: (38, 'obj') | Predito: (38, 'flat:name')
Gold: (4, 'obl') | Predito: (16, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (16, 'advcl') | Predito: (16, 'acl:relcl')
Gold: (23, 'conj') | Predito: (23, 'acl:relcl')
Gold: (38, 'det') | Predito: (31, 'obl')
Gold: (31, 'obj') | Predito: (31, 'obl')
Gold: (23, 'punct') | Predito: (54, 'punct')
Gold: (23, 'conj') | Predito: (23, 'advcl')
Gold: (59, 'obl') | Predito: (57, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'expl') | Predito: (3, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'amod') | Predito: (10, 'det')
Gold: (22, 'punct') | Predito: (14, 'punct')
Gold: (20, 'advmod') | Predito: (14, 'advmod')
Gold: (20, 'obj') | Predito: (5, 'dep')
Gold: (6, 'nmod') | Predito: (6, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'punct') | Predito: (14, 'punct')
Gold: (6, 'obl') | Predito: (8, 'obl')
Gold: (10, 'obl') | Predito: (10, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (18, 'parataxis') | Predito: (18, 'nmod')
Gold: (5, 'advmod') | Predito: (3, 'advmod')
Gold: (3, 'fixed') | Predito: (5, 'det')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'nsubj') | Predito: (3, 'dep')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'obl') | Predito: (6, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'ccomp') | Predito: (7, 'ccomp')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'case') | Predito: (9, 'mark')
Gold: (9, 'obj') | Predito: (9, 'mark')
Gold: (5, 'acl:relcl') | Predito: (5, 'acl')
Gold: (4, 'nsubj') | Predito: (3, 'dep')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'ccomp') | Predito: (7, 'acl:relcl')
Gold: (17, 'cc') | Predito: (15, 'cc')
Gold: (17, 'obl') | Predito: (12, 'conj')
Gold: (4, 'conj') | Predito: (4, 'xcomp')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (19, 'punct') | Predito: (14, 'punct')
Gold: (15, 'appos') | Predito: (2, 'obj')
Gold: (39, 'obl') | Predito: (39, 'nsubj')
Gold: (42, 'obl') | Predito: (42, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (17, 'obl') | Predito: (12, 'nmod')
Gold: (12, 'amod') | Predito: (16, 'amod')
Gold: (22, 'obl') | Predito: (20, 'obj')
Gold: (29, 'obj') | Predito: (29, 'obl')
Gold: (48, 'punct') | Predito: (4, 'punct')
Gold: (26, 'appos') | Predito: (0, 'ROOT')
Gold: (48, 'conj') | Predito: (48, 'advcl')
Gold: (48, 'conj') | Predito: (70, 'conj')
Gold: (78, 'obj') | Predito: (80, 'obj')
Gold: (84, 'conj') | Predito: (86, 'conj')
Gold: (4, 'punct') | Predito: (48, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (48, 'punct') | Predito: (37, 'punct')
Gold: (24, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (24, 'nsubj') | Predito: (27, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'iobj') | Predito: (8, 'obj')
Gold: (19, 'obj') | Predito: (19, 'nsubj')
Gold: (16, 'nmod') | Predito: (19, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'acl') | Predito: (5, 'advcl')
Gold: (40, 'punct') | Predito: (37, 'punct')
Gold: (28, 'appos') | Predito: (23, 'obj')
Gold: (44, 'punct') | Predito: (53, 'punct')
Gold: (40, 'nmod') | Predito: (5, 'dep')
Gold: (53, 'conj') | Predito: (5, 'conj')
Gold: (69, 'obl') | Predito: (66, 'obl')
Gold: (5, 'parataxis') | Predito: (66, 'parataxis')
Gold: (90, 'nmod') | Predito: (89, 'obl')
Gold: (5, 'punct') | Predito: (3, 'punct')
Gold: (2, 'obl') | Predito: (4, 'obl')
Gold: (2, 'punct') | Predito: (14, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (23, 'punct') | Predito: (29, 'punct')
Gold: (14, 'advcl') | Predito: (31, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'obj') | Predito: (9, 'obj')
Gold: (10, 'obl') | Predito: (15, 'nmod')
Gold: (10, 'punct') | Predito: (9, 'punct')
Gold: (9, 'advcl') | Predito: (7, 'advcl')
Gold: (28, 'nmod') | Predito: (26, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'nmod') | Predito: (9, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'advcl') | Predito: (1, 'xcomp')
Gold: (39, 'cc') | Predito: (18, 'cc')
Gold: (39, 'csubj') | Predito: (10, 'conj')
Gold: (20, 'acl') | Predito: (20, 'acl:relcl')
Gold: (30, 'compound') | Predito: (33, 'case')
Gold: (30, 'compound') | Predito: (33, 'det')
Gold: (30, 'compound') | Predito: (30, 'nmod')
Gold: (1, 'conj') | Predito: (1, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'nsubj') | Predito: (13, 'obj')
Gold: (13, 'obl') | Predito: (17, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'nsubj') | Predito: (6, 'obj')
Gold: (6, 'nsubj:pass') | Predito: (6, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'case') | Predito: (12, 'det')
Gold: (6, 'obj') | Predito: (8, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'conj') | Predito: (17, 'nsubj')
Gold: (11, 'csubj') | Predito: (6, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (22, 'cc') | Predito: (19, 'cc')
Gold: (13, 'conj') | Predito: (8, 'obj')
Gold: (4, 'nmod') | Predito: (2, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'punct') | Predito: (19, 'punct')
Gold: (28, 'obl') | Predito: (34, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (16, 'punct') | Predito: (10, 'punct')
Gold: (10, 'appos') | Predito: (6, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'xcomp') | Predito: (5, 'nmod')
Gold: (7, 'obl') | Predito: (7, 'nmod')
Gold: (20, 'punct') | Predito: (14, 'punct')
Gold: (20, 'cc') | Predito: (14, 'cc')
Gold: (3, 'conj') | Predito: (3, 'ccomp')
Gold: (29, 'amod') | Predito: (29, 'acl')
Gold: (5, 'cc') | Predito: (2, 'cc')
Gold: (1, 'fixed') | Predito: (0, 'ROOT')
Gold: (1, 'punct') | Predito: (5, 'punct')
Gold: (0, 'root') | Predito: (2, 'obl')
Gold: (5, 'punct') | Predito: (2, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'conj') | Predito: (10, 'conj')
Gold: (13, 'nmod') | Predito: (2, 'nsubj')
Gold: (8, 'conj') | Predito: (17, 'conj')
Gold: (7, 'obj') | Predito: (7, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (18, 'obl') | Predito: (18, 'nsubj')
Gold: (24, 'punct') | Predito: (32, 'punct')
Gold: (39, 'punct') | Predito: (32, 'punct')
Gold: (10, 'acl:relcl') | Predito: (32, 'acl:relcl')
Gold: (53, 'advmod') | Predito: (39, 'ccomp')
Gold: (39, 'xcomp') | Predito: (49, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'nmod') | Predito: (17, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'nmod') | Predito: (4, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'flat:foreign') | Predito: (20, 'flat:name')
Gold: (28, 'punct') | Predito: (4, 'punct')
Gold: (31, 'compound') | Predito: (33, 'case')
Gold: (31, 'compound') | Predito: (31, 'nmod')
Gold: (28, 'punct') | Predito: (41, 'punct')
Gold: (1, 'nmod') | Predito: (10, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (23, 'acl:relcl') | Predito: (14, 'acl:relcl')
Gold: (34, 'xcomp') | Predito: (37, 'amod')
Gold: (12, 'advmod') | Predito: (8, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (17, 'appos') | Predito: (15, 'appos')
Gold: (24, 'punct') | Predito: (41, 'punct')
Gold: (17, 'acl:relcl') | Predito: (24, 'acl:relcl')
Gold: (51, 'parataxis') | Predito: (51, 'appos')
Gold: (57, 'nmod') | Predito: (60, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'conj') | Predito: (12, 'appos')
Gold: (15, 'parataxis') | Predito: (15, 'appos')
Gold: (12, 'conj') | Predito: (12, 'appos')
Gold: (21, 'parataxis') | Predito: (24, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'parataxis') | Predito: (0, 'ROOT')
Gold: (2, 'punct') | Predito: (11, 'punct')
Gold: (10, 'iobj') | Predito: (10, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'amod') | Predito: (20, 'det')
Gold: (15, 'obl') | Predito: (17, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'conj') | Predito: (24, 'conj')
Gold: (32, 'case') | Predito: (34, 'case')
Gold: (30, 'iobj') | Predito: (34, 'det')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'cc') | Predito: (12, 'cc')
Gold: (11, 'nsubj') | Predito: (11, 'dep')
Gold: (6, 'nsubj') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (1, 'nsubj')
Gold: (6, 'punct') | Predito: (1, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (31, 'amod') | Predito: (35, 'advcl')
Gold: (23, 'punct') | Predito: (20, 'punct')
Gold: (22, 'acl') | Predito: (20, 'acl')
Gold: (2, 'punct') | Predito: (25, 'punct')
Gold: (34, 'advmod') | Predito: (35, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'punct') | Predito: (6, 'punct')
Gold: (42, 'advmod') | Predito: (6, 'case')
Gold: (6, 'case') | Predito: (3, 'fixed')
Gold: (3, 'obl') | Predito: (42, 'obl')
Gold: (6, 'acl:relcl') | Predito: (8, 'acl:relcl')
Gold: (12, 'obl') | Predito: (14, 'obl')
Gold: (3, 'punct') | Predito: (14, 'punct')
Gold: (23, 'nmod') | Predito: (26, 'nmod')
Gold: (33, 'amod') | Predito: (35, 'amod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'punct') | Predito: (4, 'punct')
Gold: (2, 'punct') | Predito: (7, 'punct')
Gold: (2, 'advcl') | Predito: (7, 'acl:relcl')
Gold: (9, 'cc') | Predito: (6, 'case')
Gold: (5, 'fixed') | Predito: (7, 'det')
Gold: (5, 'fixed') | Predito: (3, 'dep')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'nmod') | Predito: (9, 'obl')
Gold: (27, 'conj') | Predito: (27, 'appos')
Gold: (27, 'conj') | Predito: (29, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'punct') | Predito: (3, 'punct')
Gold: (5, 'appos') | Predito: (3, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'punct') | Predito: (2, 'punct')
Gold: (4, 'appos') | Predito: (2, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'acl') | Predito: (11, 'acl')
Gold: (19, 'advmod') | Predito: (14, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'punct') | Predito: (2, 'punct')
Gold: (4, 'appos') | Predito: (2, 'appos')
Gold: (11, 'advmod') | Predito: (9, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'acl') | Predito: (14, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'punct') | Predito: (2, 'punct')
Gold: (4, 'appos') | Predito: (2, 'appos')
Gold: (9, 'conj') | Predito: (14, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'amod') | Predito: (9, 'acl')
Gold: (13, 'punct') | Predito: (16, 'punct')
Gold: (9, 'nmod') | Predito: (13, 'obl')
Gold: (3, 'acl') | Predito: (6, 'acl')
Gold: (15, 'punct') | Predito: (7, 'punct')
Gold: (12, 'nmod') | Predito: (3, 'nmod')
Gold: (15, 'punct') | Predito: (3, 'punct')
Gold: (3, 'punct') | Predito: (25, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (25, 'expl') | Predito: (25, 'obj')
Gold: (25, 'punct') | Predito: (30, 'punct')
Gold: (39, 'nmod') | Predito: (25, 'dep')
Gold: (25, 'nsubj') | Predito: (50, 'nsubj')
Gold: (47, 'acl:relcl') | Predito: (25, 'ccomp')
Gold: (51, 'nsubj') | Predito: (11, 'nsubj')
Gold: (9, 'case') | Predito: (11, 'mark')
Gold: (11, 'obl') | Predito: (11, 'nsubj')
Gold: (5, 'acl:relcl') | Predito: (0, 'ROOT')
Gold: (11, 'nsubj') | Predito: (11, 'obj')
Gold: (2, 'conj') | Predito: (51, 'nsubj')
Gold: (22, 'fixed') | Predito: (22, 'nmod')
Gold: (2, 'conj') | Predito: (19, 'conj')
Gold: (0, 'root') | Predito: (11, 'conj')
Gold: (57, 'obl') | Predito: (55, 'nmod')
Gold: (51, 'obl') | Predito: (55, 'nmod')
Gold: (51, 'punct') | Predito: (11, 'punct')
Gold: (3, 'nmod') | Predito: (5, 'nmod')
Gold: (12, 'acl:relcl') | Predito: (3, 'acl:relcl')
Gold: (24, 'xcomp') | Predito: (24, 'obj')
Gold: (34, 'punct') | Predito: (24, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (35, 'obj') | Predito: (34, 'nsubj')
Gold: (35, 'obl') | Predito: (34, 'dep')
Gold: (40, 'punct') | Predito: (56, 'punct')
Gold: (37, 'acl') | Predito: (34, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'iobj') | Predito: (6, 'nmod')
Gold: (12, 'iobj') | Predito: (12, 'expl')
Gold: (22, 'mark') | Predito: (9, 'appos')
Gold: (19, 'fixed') | Predito: (22, 'nsubj')
Gold: (3, 'advcl') | Predito: (19, 'acl:relcl')
Gold: (38, 'mark') | Predito: (28, 'nsubj')
Gold: (38, 'csubj') | Predito: (23, 'ccomp')
Gold: (23, 'csubj') | Predito: (28, 'obl')
Gold: (38, 'advcl') | Predito: (38, 'acl:relcl')
Gold: (19, 'punct') | Predito: (1, 'punct')
Gold: (19, 'advcl') | Predito: (1, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (4, 'nsubj')
Gold: (1, 'cop') | Predito: (4, 'cop')
Gold: (1, 'nsubj') | Predito: (0, 'ROOT')
Gold: (1, 'conj') | Predito: (4, 'conj')
Gold: (6, 'nsubj') | Predito: (4, 'nsubj')
